brand,model,engine_size,engine_size_unit,engine_power,engine_power_unit,engine_aspiration,injection_type,year,mileage,mileage_unit,cylinders,body_type,transmission_type,transmission_technology,transmission_gears,energy_source,fuel_type,propulsion_system,drive_type,condition,color,doors,fuel_consumption,fuel_consumption_unit,equipment
ford,fiesta,,,,,,,2018,85000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""central_locking"", ""onboard_computer"", ""parking_sensors"", ""rear_camera""]"
renault,symbol,,,,,,,2009,130000,,,,manual,,,,petrol,,,good,,5,,,"[""airbags"", ""bluetooth"", ""electric_windows"", ""onboard_computer""]"
ford,kuga,,,,,,,2015,200000,,,,manual,,,,diesel,,,very good,,,,,"[""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""speed_limiter""]"
volkswagen,tiguan,,,,,,,2018,190000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels""]"
opel,vectra,,,,,,,1998,5000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""alloy_wheels"", ""bluetooth"", ""electric_windows""]"
fiat,fiorino,,,,,,,2021,130000,,,,manual,,,,diesel,,,very good,,,,,"[""airbags"", ""electric_windows""]"
renault,samsung sm3,,,,,,,2006,25000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""electric_windows"", ""leather_seats"", ""onboard_computer"", ""parking_sensors"", ""rear_camera""]"
dacia,logan mcv,,,,,,,2006,200000,,,,manual,,,fossil,diesel,,,very good,,,,,"[""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows""]"
ford,fiesta,,,,,,,2009,160000,,,,manual,,,,petrol,,,good,,5,,,"[""air_conditioning"", ""central_locking"", ""electric_windows"", ""rear_camera""]"
mercedes-benz,220,,,,,,,2014,140000,,,,automatic,,,,petrol,,,excellent,,3,,,"[""alloy_wheels"", ""rear_camera""]"
volkswagen,jetta,,,,,,,2007,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
dacia,dokker,,,,,,,2020,140000,,,,manual,,,,diesel,,,excellent,,,,,"[""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp""]"
seat,altea xl,,,,,,,2017,180000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""onboard_computer"", ""speed_limiter""]"
fiat,linea,,,,,,,2007,160000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""central_locking"", ""cruise_control"", ""speed_limiter""]"
hyundai,tucson,,,,,,,2005,200000,,,,manual,,,,diesel,,,very good,,,,,"[""bluetooth"", ""rear_camera""]"
kia,sportage,,,,,,,2022,60000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""rear_camera"", ""speed_limiter""]"
mercedes-benz,cla class,,,,,,,2014,130000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""electric_windows""]"
peugeot,508,,,,,,,2018,150000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
peugeot,partner,,,,,,,2007,500000,,,,manual,,,,diesel,,,very good,,3,,,"[""bluetooth"", ""electric_windows""]"
renault,clio,,,,,,,2020,140000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
renault,clio,,,,,,,2017,130000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
renault,clio,,,,,,,2021,90000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
nissan,qashqai,,,,,,,2008,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""speed_limiter""]"
fiat,uno,,,,,,,2000,200000,,,,manual,,,,diesel,,,good,,5,,,"[""bluetooth"", ""rear_camera""]"
peugeot,508,,,,,,,2014,190000,,,,manual,,,,diesel,,,very good,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""rear_camera"", ""speed_limiter""]"
land rover,range rover velar,,,,,,,2019,90000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
suzuki,sx4,,,,,,,2012,120000,,,,manual,,,,diesel,,,very good,,5,,,"[""airbags"", ""alloy_wheels"", ""central_locking""]"
land rover,range rover evoque,,,,,,,2018,80000,,,,automatic,,,,diesel,,,,,,,,"[""electric_windows"", ""rear_camera""]"
fiat,punto,,,,,,,2010,190000,,,,manual,,,,petrol,,,fair,,5,,,"[""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows""]"
suzuki,grand vitara,,,,,,,2006,20000,,,,manual,,,,petrol,,,very good,,3,,,"[""air_conditioning""]"
opel,omega,,,,,,,2001,200000,,,,manual,,,,diesel,,,fair,,5,,,"[""air_conditioning""]"
volkswagen,caddy,,,,,,,2008,250000,,,,manual,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""rear_camera""]"
renault,kangoo,,,,,,,2006,300000,,,,manual,,,,diesel,,,good,,5,,,"[""bluetooth""]"
opel,insignia,,,,,,,2012,180000,,,,automatic,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""parking_sensors""]"
renault,r19,,,,,,,1995,45000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""leather_seats""]"
opel,astra,,,,,,,2014,170000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
renault,scenic,,,,,,,2003,30000,,,,manual,,,,diesel,,,good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""leather_seats"", ""navigation""]"
peugeot,207,,,,,,,2008,190000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""airbags"", ""bluetooth"", ""electric_windows""]"
fiat,siena,,,,,,,2003,20000,,,,manual,,,,diesel,,,very good,,,,,"[""electric_windows"", ""rear_camera""]"
hyundai,santa fe,,,,,,,2007,190000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
peugeot,208,,,,,,,2023,0,,,,automatic,,,,diesel,,,excellent,,5,,,"[""bluetooth""]"
toyota,rav4,,,,,,,2007,250000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""electric_windows"", ""esp"", ""parking_sensors""]"
volkswagen,touareg,,,,,,,2017,180000,,,,automatic,,,,diesel,,,very good,,,,,"[""airbags"", ""alloy_wheels"", ""central_locking"", ""electric_windows"", ""leather_seats""]"
volkswagen,phaeton,,,,,,,1996,190000,,,,manual,,,,diesel,,,good,,5,,,"[""alloy_wheels"", ""leather_seats""]"
toyota,yaris,,,,,,,2018,70000,,,,automatic,,,hybrid,,,,excellent,,5,,,"[""abs"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
mercedes-benz,g class,,,,,,,2024,10000,,,,automatic,,,,petrol,,,,,,,,"[""bluetooth"", ""rear_camera""]"
peugeot,207,,,,,,,2013,180000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""bluetooth"", ""electric_windows""]"
honda,accord,,,,,,,2011,160000,,,,manual,,,,diesel,,,excellent,,,,,"[""electric_windows"", ""rear_camera""]"
fiat,fiorino,,,,,,,2019,120000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""bluetooth""]"
jeep,grand cherokee,,,,,,,2006,190000,,,,automatic,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
mercedes-benz,b class,,,,,,,2012,15000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
mercedes-benz,e class,,,,,,,2018,75000,,,,automatic,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""rear_camera""]"
fiat,doblo,,,,,,,2014,200000,,,,manual,,,fossil,diesel,,,excellent,,5,,,"[""alloy_wheels""]"
fiat,500,,,,,,,2009,110000,,,,manual,,,,petrol,,,very good,,3,,,"[""airbags"", ""alloy_wheels""]"
renault,scenic,,,,,,,2001,20000,,,,manual,,,fossil,petrol,,,excellent,,5,,,"[""bluetooth"", ""central_locking"", ""electric_windows"", ""rear_camera""]"
land rover,range rover velar,,,,,,,2020,65000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
renault,r4,,,,,,,1988,500000,,,,manual,,,,petrol,,,good,,,,,"[""alloy_wheels"", ""bluetooth""]"
renault,kangoo,,,,,,,2010,170000,,,,manual,,,,diesel,,,very good,,3,,,"[""abs"", ""air_conditioning"", ""airbags"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp""]"
fiat,palio,,,,,,,2004,5000,,,,manual,,,,diesel,,,excellent,,5,,,"[""leather_seats"", ""rear_camera""]"
nissan,micra,,,,,,,2011,45000,,,,manual,,,,petrol,,,good,,5,,,"[""alloy_wheels"", ""rear_camera""]"
skoda,superb,,,,,,,2017,200000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""sunroof""]"
daihatsu,terios,,,,,,,2007,200000,,,,manual,,,,petrol,,,very good,,5,,,"[""alloy_wheels"", ""rear_camera""]"
renault,express,,,,,,,2021,85000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""navigation"", ""onboard_computer"", ""rear_camera"", ""speed_limiter""]"
peugeot,308,,,,,,,2018,110000,,,,automatic,,,,petrol,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
fiat,palio,,,,,,,2002,5000,,,,manual,,,,diesel,,,excellent,,5,,,"[""bluetooth"", ""leather_seats""]"
volkswagen,jetta,,,,,,,2020,180000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
chevrolet,spark,,,,,,,2012,140000,,,,manual,,,,petrol,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""electric_windows"", ""navigation"", ""onboard_computer"", ""rear_camera""]"
volkswagen,passat,,,,,,,2011,300000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""parking_sensors""]"
citroen,xsara,,,,,,,2004,70000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""central_locking"", ""parking_sensors""]"
nissan,micra,,,,,,,2016,10000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
dacia,duster,,,,,,,2018,190000,,,,manual,,,,diesel,,,very good,,,,,"[""alloy_wheels"", ""rear_camera""]"
mercedes-benz,240,,,,,,,1980,450000,,,,manual,,,,diesel,,,very good,,,,,"[""alloy_wheels"", ""electric_windows""]"
hyundai,veracruz,,,,,,,2009,350000,,,,automatic,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""leather_seats""]"
renault,megane,,,,,,,2000,5000,,,,manual,,,,diesel,,,excellent,,5,,,"[""airbags"", ""alloy_wheels""]"
ford,fiesta,,,,,,,2016,130000,,,,manual,,,,petrol,,,very good,,5,,,"[""leather_seats"", ""rear_camera""]"
audi,q7,,,,,,,2007,170000,,,,automatic,,,,diesel,,,new,,5,,,"[""leather_seats"", ""rear_camera""]"
bmw,m2,,,,,,,2024,0,,,,automatic,,,,petrol,,,new,,3,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
bmw,x3,,,,,,,2015,200000,,,,automatic,,,,diesel,,,new,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
hyundai,santa fe,,,,,,,2008,200000,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""bluetooth""]"
ford,focus,,,,,,,2016,75000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
renault,express,,,,,,,2023,25000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""alloy_wheels"", ""cruise_control"", ""leather_seats"", ""parking_sensors""]"
porsche,cayenne,,,,,,,2013,130000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""parking_sensors""]"
land rover,range rover evoque,,,,,,,2017,90000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
dacia,logan,,,,,,,2021,30000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
citroen,c3 aircross,,,,,,,2020,80000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""navigation"", ""onboard_computer"", ""parking_sensors""]"
mercedes-benz,220,,,,,,,2007,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""bluetooth"", ""leather_seats""]"
volkswagen,tiguan,,,,,,,2019,200000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
renault,clio,,,,,,,2019,100000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""speed_limiter""]"
hyundai,santa fe,,,,,,,2011,160000,,,,manual,,,,diesel,,,excellent,,5,,,"[""rear_camera""]"
bmw,3 series,,,,,,,2007,250000,,,,manual,,,,diesel,,,excellent,,5,,,"[""electric_windows"", ""leather_seats""]"
volvo,v40,,,,,,,2018,120000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
suzuki,alto,,,,,,,2009,250000,,,,manual,,,,petrol,,,very good,,5,,,"[""alloy_wheels"", ""bluetooth""]"
kia,picanto,,,,,,,2019,100000,,,,manual,,,,petrol,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""onboard_computer""]"
nissan,juke,,,,,,,2015,130000,,,,manual,,,,diesel,,,good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""esp"", ""leather_seats"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
mercedes-benz,cls,,,,,,,2019,130000,,,,automatic,,,,diesel,,,excellent,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
skoda,superb,,,,,,,2017,110000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
audi,a3,,,,,,,2009,30000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""central_locking"", ""electric_windows"", ""leather_seats"", ""parking_sensors""]"
mercedes-benz,220,,,,,,,1997,10000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""central_locking"", ""electric_windows"", ""esp""]"
volkswagen,touareg,,,,,,,2005,170000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""speed_limiter""]"
dacia,duster,,,,,,,2019,130000,,,,manual,,,,diesel,,,new,,5,,,"[""alloy_wheels"", ""electric_windows""]"
land rover,range rover,,,,,,,2022,25000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
toyota,corolla verso,,,,,,,2012,15000,,,,manual,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""electric_windows""]"
kia,picanto,,,,,,,2007,0,,,,manual,,,,petrol,,,good,,5,,,"[""electric_windows"", ""rear_camera""]"
hyundai,accent,,,,,,,2011,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""esp""]"
dacia,sandero stepway,,,,,,,2017,130000,,,,manual,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""leather_seats""]"
opel,mokka,,,,,,,2023,30000,,,,manual,,,,diesel,,,excellent,,,,,"[""abs"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
land rover,freelander,,,,,,,2011,190000,,,,automatic,,,electric,,,,excellent,,5,,,"[""abs"", ""alloy_wheels"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
citroen,berlingo,,,,,,,2022,25000,,,,manual,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
citroen,berlingo,,,,,,,2011,15000,,,,manual,,,,diesel,,,very good,,5,,,"[""leather_seats""]"
bmw,5 series,,,,,,,2013,100000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""bluetooth"", ""leather_seats""]"
mercedes-benz,c class,,,,,,,2008,250000,,,,manual,,,,diesel,,,very good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""speed_limiter""]"
peugeot,205,,,,,,,1998,160000,,,,manual,,,,petrol,,,good,,5,,,"[""alloy_wheels"", ""electric_windows""]"
jeep,compass,,,,,,,2014,170000,,,,manual,,,,diesel,,,good,,5,,,"[""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""navigation"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
volkswagen,touareg,,,,,,,2010,15000,,,,automatic,,,,diesel,,,excellent,,5,,,"[""air_conditioning"", ""airbags"", ""bluetooth"", ""leather_seats""]"
bmw,4 series,,,,,,,2024,0,,,,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
toyota,rav4,,,,,,,2008,180000,,,,manual,,,,diesel,,,very good,,5,,,"[""electric_windows"", ""rear_camera""]"
mercedes-benz,vito,,,,,,,2005,25000,,,,manual,,,,petrol,,,good,,3,,,"[""bluetooth"", ""leather_seats""]"
mercedes-benz,gle class,,,,,,,2016,180000,,,coupe,automatic,,,,diesel,,,excellent,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
opel,insignia,,,,,,,2010,200000,,,,automatic,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""bluetooth""]"
honda,civic,,,,,,,1998,25000,,,,manual,,,,petrol,,,good,,5,,,"[""leather_seats"", ""rear_camera""]"
toyota,corolla,,,,,,,2019,30000,,,,automatic,,,hybrid,,,,excellent,,5,,,"[""alloy_wheels"", ""electric_windows""]"
ford,escort,,,,,,,1994,200000,,,,manual,,,,petrol,,,very good,,5,,,"[""bluetooth""]"
citroen,c5,,,,,,,2009,300000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""rear_camera"", ""speed_limiter""]"
fiat,punto,,,,,,,2004,5000,,,,manual,,,,diesel,,,very good,,5,,,"[""abs"", ""air_conditioning"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""electric_windows"", ""onboard_computer""]"
fiat,127,,,,,,,1980,0,,,,manual,,,,petrol,,,good,,3,,,"[""alloy_wheels"", ""rear_camera""]"
volkswagen,tiguan,,,,,,,2022,50000,,,,automatic,,,,diesel,,,good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
audi,a5,,,,,,,2011,170000,,,,automatic,,,,diesel,,,,,,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""central_locking"", ""cruise_control"", ""electric_windows"", ""esp"", ""leather_seats"", ""navigation"", ""onboard_computer"", ""rear_camera"", ""speed_limiter"", ""sunroof""]"
peugeot,307,,,,,,,2014,500000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""central_locking""]"
volkswagen,golf,,,,,,,2016,180000,,,,automatic,,,,diesel,,,very good,,5,,,"[""bluetooth"", ""rear_camera""]"
citroen,berlingo,,,,,,,2007,25000,,,,manual,,,,diesel,,,very good,,5,,,"[""airbags"", ""bluetooth"", ""central_locking""]"
peugeot,301,,,,,,,2014,200000,,,,manual,,,,diesel,,,very good,,5,,,"[""alloy_wheels"", ""electric_windows""]"
audi,a3,,,,,,,2010,200000,,,,automatic,,,,diesel,,,excellent,,,,,"[""alloy_wheels"", ""leather_seats""]"
ford,kuga,,,,,,,2017,200000,,,,manual,,,,diesel,,,excellent,,5,,,"[""alloy_wheels"", ""electric_windows""]"
bmw,x3,,,,,,,2020,100000,,,,automatic,,,,diesel,,,good,,5,,,"[""abs"", ""air_conditioning"", ""airbags"", ""alloy_wheels"", ""bluetooth"", ""cruise_control"", ""electric_windows"", ""esp"", ""navigation"", ""onboard_computer"", ""parking_sensors"", ""rear_camera"", ""speed_limiter""]"
