brand,model,engine_size,engine_size_unit,engine_power,engine_power_unit,engine_aspiration,injection_type,year,mileage,mileage_unit,cylinders,body_type,transmission_type,transmission_technology,transmission_gears,energy_source,fuel_type,propulsion_system,drive_type,condition,color,doors,fuel_consumption,fuel_consumption_unit,equipment
volkswagen,t-cross,,,110,kw,,,2022,12550,km,,,automatic,,,,petrol,,,,beige,,6,l/100km,"[""alloy_wheels"", ""navigation"", ""tow_bar""]"
opel,corsa,,,74,kw,turbo,,2019,29800,km,,,manual,,,,petrol,,,,orange,,5.9,l/100km,"[""parking_sensors""]"
renault,captur,1.3,,103,kw,,,2022,2001,km,,,automatic,,,hybrid,petrol,,,,white,,5.6,l/100km,[]
nissan,qashqai,1.3,l,116,kw,,,2023,500,km,,,automatic,ABSTAIN,,hybrid,petrol,mhv,ABSTAIN,,black,,6.4,l/100km,[]
mazda,mazda3,,,88,kw,,,2014,98350,km,,,manual,,,,petrol,,,,black,,5.1,l/100km,"[""climate_control"", ""heated_seats"", ""parking_sensors""]"
hyundai,i20,,,62,kw,,,2019,56834,km,,,manual,,,,petrol,,,,blue,,5.8,l/100km,"[""air_conditioning"", ""central_locking"", ""electric_windows""]"
audi,q2,,,110,kw,,,2023,1110,km,,,automatic,,,,petrol,,,,red,,6,l/100km,[]
mercedes-benz,c class,,,115,kw,,,2014,107000,km,,,manual,,,,petrol,,,,silver,,5.1,l/100km,"[""alloy_wheels"", ""heated_seats"", ""parking_sensors""]"
skoda,octavia,,,125,kw,,,2008,230738,km,,,manual,,,,diesel,,,,silver,,5.9,l/100km,"[""air_conditioning"", ""climate_control"", ""leather_seats""]"
ABSTAIN,discovery,3,,225,kw,,,2018,103071,km,,,automatic,,,,diesel,,,,grey,,7.6,l/100km,"[""sunroof"", ""tow_bar""]"
opel,corsa,,,66,kw,,,2017,133211,km,,,automatic,,,,petrol,,,,silver,,5.9,l/100km,"[""heated_seats"", ""parking_sensors""]"
mini,one,,,70,kw,,,2008,142825,km,,,manual,,,,petrol,,,,yellow,,5.3,l/100km,"[""air_conditioning"", ""alloy_wheels"", ""electric_mirrors"", ""electric_windows""]"
fiat,500x,,,110,kw,,,2022,16416,km,,,automatic,,,,petrol,,,,blue,,6.9,l/100km,"[""leather_seats""]"
bmw,x2,,,170,kw,,,2018,186200,km,,,automatic,,,,diesel,,,,blue,,5.3,l/100km,"[""navigation"", ""panoramic_roof"", ""tow_bar""]"
skoda,kodiaq,2,,140,kw,,,2020,60900,km,,,automatic,dct,,fossil,diesel,,ABSTAIN,,white,,7,l/100km,"[""adaptive_cruise_control"", ""memory_seats""]"
ABSTAIN,giulietta,,,88,kw,,,2012,176835,km,,,manual,,,,petrol,,,,black,,6.4,l/100km,"[""air_conditioning"", ""alloy_wheels""]"
volkswagen,golf,,,169,kw,,,2014,94000,km,,,automatic,,,fossil,petrol,,,,white,,6.4,l/100km,"[""navigation"", ""panoramic_roof"", ""rear_camera""]"
volkswagen,beetle,,,85,kw,,,2004,118000,km,,,automatic,,,,petrol,,,,silver,,8.7,l/100km,[]
bmw,5 series,,,294,kw,,,2019,67410,km,,,automatic,,,,diesel,,,,black,,6.5,l/100km,[]
toyota,corolla,,,132,kw,,,2020,30596,km,,,automatic,,,hybrid,,,,,white,,,,[]
bmw,3 series,,,135,kw,,,2014,136400,km,,,automatic,,,,diesel,,,,brown,,4.9,l/100km,"[""leather_seats"", ""navigation""]"
mercedes-benz,c class,,,125,kw,,,2013,261700,km,,,automatic,,,,diesel,,,,black,,6.1,l/100km,[]
audi,a4,,,150,kw,,,2022,1000,km,,,automatic,,,,diesel,,,,silver,,4.7,l/100km,"[""panoramic_roof""]"
mini,cooper se,,,135,kw,,,2023,1500,km,,,automatic,,,electric,,,,,red,3,,,[]
volkswagen,golf,,,85,kw,,,2018,117600,km,,,manual,,,,petrol,,,,black,,4.8,l/100km,"[""heated_seats"", ""navigation""]"
seat,alhambra,2,,130,kw,,,2014,200000,km,,,manual,,,fossil,diesel,,,,black,,5.8,l/100km,[]
citroen,berlingo,,,96,kw,,,2023,10,km,,,manual,,,,diesel,,,,white,,4.2,l/100km,[]
renault,captur,,,66,kw,,,2019,30222,km,,,manual,,,,petrol,,,,orange,,5.4,l/100km,"[""air_conditioning""]"
volkswagen,golf,1.9,,77,kw,,,2008,251000,km,,,manual,,,,diesel,,,,black,,5.1,l/100km,[]
bmw,4 series,,,135,kw,,,2015,63000,km,,coupe,manual,,,fossil,diesel,,awd,,white,,4.8,l/100km,[]
renault,grand scenic,,,81,kw,,,2015,94200,km,,,automatic,,,,diesel,,,,black,,4.7,l/100km,[]
mini,cooper s,,,141,kw,,,2019,78000,km,,,manual,,,,petrol,,,,grey,,6.4,l/100km,"[""head_up_display"", ""rear_camera""]"
mercedes-benz,eqc 400,,,300,kw,,,2020,31500,km,,,automatic,,,electric,other,,,,grey,,,,"[""adaptive_cruise_control"", ""rear_camera"", ""tow_bar""]"
audi,q3,2,,140,kw,,,2019,47210,km,,,automatic,,,,diesel,,,,red,,7,l/100km,"[""dab_radio"", ""navigation""]"
opel,ABSTAIN,,,84,kw,,,2007,390506,km,,van,manual,,,fossil,diesel,,,,blue,,,,[]
citroen,ds3,,,60,kw,,,2014,61000,km,,,manual,,,,petrol,,,,silver,,4.9,l/100km,[]
skoda,karoq,,,110,kw,,,2020,63511,km,,,automatic,,,,petrol,,,,blue,,5.2,l/100km,"[""adaptive_cruise_control"", ""dab_radio""]"
nissan,juke,1,,84,kw,,,2022,15,km,,,manual,,,,petrol,,,,black,,5,l/100km,"[""navigation""]"
hyundai,i20,,,63,kw,,,2014,115200,km,,,manual,,,,petrol,,,,white,,4.9,l/100km,[]
porsche,911,,,353,kw,,,2022,11234,km,,,automatic,,,,petrol,,,,black,,10.8,l/100km,"[""adaptive_cruise_control""]"
volvo,xc90,,,288,kw,,,2021,55300,km,,,automatic,,,hybrid,,,awd,,white,,37,,[]
ford,focus,,,74,kw,,,2010,72000,km,,,manual,,,,petrol,,,,black,,6.7,l/100km,"[""air_conditioning""]"
opel,zafira,1.6,,88,kw,,,2017,69878,km,,,manual,,,,diesel,,,,silver,,4.5,l/100km,"[""air_conditioning""]"
volkswagen,bora,,,85,kw,,,2003,229500,km,,,manual,,,,petrol,,,,black,,8,l/100km,[]
peugeot,3008,,,96,kw,,,2019,51700,km,,,manual,,,,diesel,,,,white,,3.8,l/100km,"[""electric_tailgate"", ""heated_seats"", ""navigation""]"
mercedes-benz,gle class,,,143,kw,,,2022,9611,km,,,automatic,,,hybrid,diesel,,,,silver,,0.8,l/100km,"[""tow_bar""]"
bmw,5 series,,,140,kw,,,2010,154115,km,,,automatic,,,,diesel,,,,white,,,,"[""rear_camera""]"
seat,alhambra,,,110,kw,,,2018,81900,km,,,automatic,,,,diesel,,,,blue,,5.2,l/100km,"[""navigation"", ""rear_camera""]"
bmw,5 series,,,190,kw,,,2012,180000,km,,,automatic,,,,diesel,,,,blue,,5.9,l/100km,"[""leather_seats"", ""navigation""]"
volkswagen,passat,,,110,kw,,,2018,127000,km,,,automatic,,,,petrol,,,,,,5.1,l/100km,"[""navigation"", ""panoramic_roof"", ""tow_bar""]"
kia,picanto,,,49,kw,,,2020,34400,km,,,manual,,,,petrol,,,,white,,4.4,l/100km,"[""air_conditioning"", ""electric_windows""]"
volkswagen,t-cross,,,110,kw,,,2023,10,km,,,automatic,,,,petrol,,,,grey,,5.9,l/100km,[]
ABSTAIN,range rover sport,,,258,kw,,,2023,1900,km,,,automatic,,,,diesel,,,,grey,,,,[]
volvo,s90,,,184,kw,,,2019,30095,km,,,automatic,,,,petrol,,,,white,,6.6,l/100km,"[""apple_carplay"", ""navigation"", ""tow_bar""]"
ABSTAIN,defender,,,90,kw,,,2013,90000,km,,pickup,manual,,,,diesel,,,,black,,11.1,l/100km,[]
jaguar,e-pace,,,132,kw,,,2018,45500,km,,,automatic,,,,diesel,,,,black,,6.1,l/100km,[]
bmw,x1,,,110,kw,,,2021,33882,km,,,automatic,,,,diesel,,,,beige,,4.3,l/100km,"[""heated_seats"", ""navigation"", ""tow_bar""]"
bmw,,,,100,kw,,,2021,18700,km,,,automatic,,,,petrol,,,,black,,5.3,l/100km,"[""head_up_display"", ""tow_bar""]"
renault,clio,,,43,kw,,,2006,219138,km,,,manual,,,,petrol,,,,grey,,6,l/100km,[]
mercedes-benz,e class,,,200,kw,,,2010,158988,km,,,automatic,,,,petrol,,,,silver,,9.6,l/100km,[]
mercedes-benz,sprinter,,,80,kw,,,2007,332523,km,,,manual,,,,diesel,,,,white,,9.4,l/100km,[]
audi,a5,3,,180,kw,,,2015,65004,km,,ABSTAIN,automatic,,,,diesel,,awd,,white,,5.8,l/100km,"[""adaptive_cruise_control"", ""lane_departure_warning"", ""rear_camera""]"
opel,grandland x,,,96,kw,,,2021,32500,km,,,automatic,,,,petrol,,,,grey,,6.7,l/100km,[]
volkswagen,passat,,,88,kw,,,2017,183515,km,,,manual,,,,diesel,,,,silver,,3.8,l/100km,"[""adaptive_cruise_control"", ""heated_seats"", ""navigation"", ""tow_bar""]"
hyundai,i30,1,,88,kw,,,2023,100,km,,,manual,,,,petrol,,,,grey,,6.2,l/100km,[]
opel,corsa,,,74,kw,,,2015,72000,km,,,manual,,,,petrol,,,,grey,,5.1,l/100km,"[""heated_seats"", ""leather_seats"", ""navigation""]"
volkswagen,sharan,,,85,kw,,,2002,143000,km,,,manual,,,fossil,petrol,,,,blue,,9.7,l/100km,"[""air_conditioning""]"
ABSTAIN,defender,,,386,kw,,,2022,12000,km,,,automatic,,,,petrol,,,,black,,12.8,l/100km,"[""head_up_display"", ""keyless_entry"", ""panoramic_roof""]"
skoda,octavia,,,180,kw,,,2023,10,km,,,automatic,,,,petrol,,,,white,,6.5,l/100km,"[""navigation""]"
opel,mokka,,,96,kw,turbo,direct,2022,1900,km,,,automatic,,,,petrol,,,,silver,,,,[]
toyota,corolla,,,132,kw,,,2021,23000,km,,,automatic,,,hybrid,ABSTAIN,,,,grey,,3.7,l/100km,"[""navigation""]"
renault,megane,,,114,kw,,,2023,90,km,,,automatic,,,,petrol,,,,black,,8.5,l/100km,[]
mini,countryman,,,82,kw,,,2011,91000,km,,,manual,,,,diesel,,,,black,,4.9,l/100km,[]
opel,corsa,,,66,kw,,,2018,52550,km,,,manual,,,,petrol,,,,blue,,5.7,l/100km,[]
ford,fiesta,,,51,kw,,,2008,143430,km,,,manual,,,,petrol,,,,black,,,,[]
ford,fiesta,,,59,kw,,,2008,283213,km,,,automatic,,,,petrol,,,,grey,,6.6,l/100km,"[""air_conditioning"", ""electric_windows""]"
honda,civic,,,95,kw,,,2017,52700,km,,,automatic,,,,petrol,,,,red,,5,l/100km,"[""adaptive_cruise_control"", ""rear_camera""]"
seat,alhambra,2,,110,kw,,,2021,20949,km,,,automatic,dct,6,fossil,diesel,,,,grey,,5.3,l/100km,"[""alloy_wheels"", ""dab_radio"", ""panoramic_roof"", ""rear_camera"", ""tow_bar""]"
dacia,duster,,,110,kw,,,2022,50,km,,,manual,,,,petrol,,,,orange,,6.1,l/100km,"[""heated_seats"", ""rear_camera""]"
seat,ateca,,,110,kw,,,2022,10000,km,,,automatic,,,,petrol,,,,grey,,5.6,l/100km,"[""navigation"", ""parking_sensors"", ""premium_audio"", ""tow_bar""]"
citroen,c4 cactus,,,81,kw,,,2019,111874,km,,,manual,,,,petrol,,,,red,,4.6,l/100km,"[""air_conditioning"", ""alloy_wheels"", ""navigation"", ""parking_sensors""]"
volkswagen,polo,1.2,,40,kw,,,2002,169000,km,,,manual,,,,petrol,,,,silver,,5.8,l/100km,[]
porsche,911,,,294,kw,,,2015,29950,km,,convertible,automatic,,,fossil,petrol,,,,white,,10,l/100km,"[""premium_audio""]"
mercedes-benz,slk,,,150,kw,,,2000,118000,km,,roadster,manual,,,,petrol,,,,silver,,9.9,l/100km,[]
volkswagen,id.3,,,150,kw,,,2020,16600,km,,,automatic,,,electric,other,,,,white,,,,"[""adaptive_cruise_control""]"
ford,focus,,,92,kw,,,2014,89000,km,,,manual,,,,petrol,,,,blue,,5,l/100km,[]
volvo,xc60,,,140,kw,,,2020,99000,km,,,automatic,,,,diesel,,,,black,,6.1,l/100km,"[""leather_seats"", ""rear_camera""]"
audi,a3,,,110,kw,,,2020,37095,km,,,automatic,,,hybrid,,,,,yellow,,,,[]
ABSTAIN,range rover evoque,,,110,kw,,,2017,157383,km,,,manual,,,,diesel,,,,grey,,4.8,l/100km,"[""panoramic_roof""]"
bmw,1 series,,,125,kw,,,2013,79000,km,,,manual,,,,petrol,,,,black,,5.7,l/100km,[]
fiat,500,,,51,kw,,,2022,100,km,,,manual,,,hybrid,petrol,,,,orange,,5.3,l/100km,"[""apple_carplay"", ""bluetooth"", ""panoramic_roof""]"
nissan,qashqai,,,103,kw,,,2022,7626,km,,,manual,,,,petrol,,,,black,,5.8,l/100km,"[""rear_camera""]"
renault,captur,,,81,kw,,,2018,49440,km,,,manual,,,,diesel,,,,red,,3.7,l/100km,"[""navigation"", ""parking_sensors""]"
volkswagen,caddy,,,84,kw,,,2022,12300,km,,,manual,,,,petrol,,,,beige,,6.5,l/100km,"[""adaptive_cruise_control"", ""heated_seats""]"
dodge,ram,5.7,l,295,kw,,,2020,82430,km,,,automatic,,,,petrol,,,,grey,,,,"[""leather_seats""]"
